"STATDISPID","TITLE","CYCLE","SURVEY_DATE"
"0000030676","総数・雇用者（２），男女の別（性別）（３），産業中分類（７５），職業大分類（１２），１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030677","総数・雇用者（２），男女の別（性別）（３），産業中分類（７５），職業中分類（５７），１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030678","総数・雇用者（２），男女の別（性別）（３），職業小分類（２９３），産業中分類（７５），１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030679","男女の別（性別）（３），年齢５歳階級（１６），社会経済分類（２２），１５歳以上人口 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030680","男女の別（性別）（３），産業大分類（１５），社会経済分類（１９），１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030681","男女の別（性別）（３），産業中分類（７５），社会経済分類（１９），１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030682","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），世帯人員（８），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030683","親族人員（１１），世帯の家族類型（２０），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030684","世帯の家族類型（２０），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030685","世帯の家族類型（２０），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030686","世帯の家族類型（２０），１世帯当たり親族人員，全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030687","親族人員（１１），普通世帯・単独世帯（２），世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030688","普通世帯・単独世帯（２），世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030689","普通世帯・単独世帯（２），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030690","普通世帯・単独世帯（２），１世帯当たり親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030691","世帯人員（１１），世帯の家族類型（２０），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030692","世帯の家族類型（２０），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030693","世帯の家族類型（２０），一般世帯の１世帯当たり人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030694","世帯の家族類型（２０），親族のみから成る世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030695","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），世帯の家族類型（２０），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030696","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），世帯の家族類型（２０），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030697","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），世帯の家族類型（２０），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030698","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），普通世帯・単独世帯（２），世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030699","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），普通世帯・単独世帯（２），世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030700","世帯主の男女の別（３），配偶関係（５），年齢５歳階級（１７Ａ），普通世帯・単独世帯（２），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030701","世帯の家族類型（４），夫の年齢５歳階級（１２），子供の有無・数・年齢（６４），夫婦のいる一般世帯の数・世帯人員・親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030702","世帯の家族類型（４），妻の年齢５歳階級（１２），子供の有無・数・年齢（６４），夫婦のいる一般世帯の数・世帯人員・親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030703","親の男女（２），子供の数・年齢（３２），親の年齢５歳階級（１２），片親と子供の核家族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030704","親の男女（２），子供の数・年齢（３２），親の年齢５歳階級（１２），片親と子供の核家族世帯の人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030705","親の男女（２），子供の数・年齢（３２），親の年齢５歳階級（１２），片親と子供の核家族世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030706","男女の別（性別）（３），配偶関係（５），年齢５歳階級（１９），世帯主との続き柄（１２），２人以上の一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030707","男女の別（性別）（３），世帯の家族類型（１９），世帯主との続き柄（１２），２人以上の一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030708","男女の別（性別）（２），世帯の家族類型（１９），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030709","男女の別（性別）（２），世帯の家族類型（１９），年齢５歳階級（１７Ａ），配偶関係（５），２人以上の一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030710","世帯の経済構成（５），親族人員（８），親族就業者数（９），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030711","世帯の経済構成（５），親族人員（８），一般世帯の１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030712","世帯の経済構成（５），親族就業者数（９），１世帯当たり親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030713","世帯の経済構成（５），親族人員（８），親族就業者数（９），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030714","世帯の経済構成（５），親族人員１人（２），親族就業者数（９），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030715","世帯の経済構成（５），親族人員１人（２），普通世帯１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030716","世帯の経済構成（５），親族人員１人（２），親族就業者数（９），普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030717","世帯の経済構成（５），親族就業者数・親族就業者の種類（２９），親族世帯の家族類型（１７），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030718","世帯の経済構成（５），親族就業者数・親族就業者の種類（２９），親族世帯の家族類型（１７），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030719","世帯の経済構成（５），親族世帯の家族類型（１７），１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030720","世帯の経済構成（１６），世帯の家族類型（２０），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030721","世帯の経済構成（１６），世帯の家族類型（２０），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030722","世帯の経済構成（１６），世帯の家族類型（２０），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030723","世帯の経済構成（１６），普通世帯・単独世帯（２），世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030724","世帯の経済構成（１６），普通世帯・単独世帯（２），世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030725","世帯の経済構成（１６），普通世帯・単独世帯（２），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030726","世帯の家族類型（６），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030727","世帯の家族類型（６），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030728","世帯の家族類型（６），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030729","普通世帯・単独世帯（２），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030730","普通世帯・単独世帯（２），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030731","普通世帯・単独世帯（２），世帯の主な就業者の年齢５歳階級（１３），世帯の経済構成（１６），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030732","世帯の経済構成（５１），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030733","世帯の経済構成（５１），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030734","世帯の経済構成（５１），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030735","世帯の経済構成（５１），一般世帯の１世帯当たり親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030736","世帯の経済構成（５１），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030737","世帯の経済構成（５１），普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030738","世帯の経済構成（５１），普通世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030739","世帯の経済構成（５１），普通世帯の１世帯当たり親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030740","世帯主の男女の別（３），年齢５歳階級（１７Ａ），社会経済分類（２３），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030741","世帯主の男女の別（３），年齢５歳階級（１７Ａ），社会経済分類（２３），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030742","世帯の家族類型（２０），社会経済分類（２３），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030743","世帯の家族類型（２０），社会経済分類（２３），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030744","世帯の家族類型（２０），社会経済分類（２３），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030745","世帯の家族類型（２０），社会経済分類（２３），一般世帯の親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030746","世帯の家族類型（２０），社会経済分類（２３），一般世帯の１世帯当たり親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030747","世帯の家族類型（２０），社会経済分類（２３），一般世帯の１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030748","普通世帯・単独世帯（２），社会経済分類（２３），世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030749","普通世帯・単独世帯（２），社会経済分類（２３），親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030750","世帯の経済構成（１６），社会経済分類（２３），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030751","世帯の経済構成（１６），社会経済分類（２３），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030752","世帯の経済構成（１６），社会経済分類（２３），一般世帯の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030753","世帯の経済構成（１６），社会経済分類（２３），一般世帯の親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030754","世帯の経済構成（１６），社会経済分類（２３），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030755","世帯の経済構成（１６），社会経済分類（２３），普通世帯の親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030756","親族世帯の家族類型（１７），年齢５歳階級（１７Ａ），　世帯主の労働力状態（５），親族就業者数（４），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030757","男女の別（性別）（３），世帯主との続き柄（３），年齢５歳階級（１７Ａ），労働力状態（５），親族人員（８），親族就業者数（４），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030758","男女の別（性別）（３），配偶関係（３），親族就業者数（５），年齢５歳階級（１７Ａ），労働力状態（４），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030759","男女の別（性別）（３），年齢５歳階級（１６），労働力状態（５），世帯の家族類型（２０），１５歳以上一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030760","男女の別（性別）（２），世帯の経済構成（１６），年齢５歳階級（１７Ａ），配偶関係（５），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030761","男女の別（性別）（２），世帯の経済構成（１６），年齢５歳階級（１７Ａ），配偶関係（５），普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030762","男女の別（性別）（３），労働力状態（４），年齢５歳階級（１６），世帯の経済構成（１６），１５歳以上一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030763","男女の別（性別）（３），労働力状態（４），年齢５歳階級（１６），世帯の経済構成（１６），１５歳以上普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030764","男女の別（性別）（３），世帯の経済構成（５１），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030765","男女の別（性別）（３），世帯の経済構成（５１），労働力状態・産業大分類（１９），１５歳以上一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030766","男女の別（性別）（３），世帯の経済構成（５１），１５歳未満一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030767","男女の別（性別）（３），世帯の経済構成（５１），普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030768","男女の別（性別）（３），世帯の経済構成（５１），労働力状態・産業大分類（１９），１５歳以上普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030769","男女の別（性別）（３），世帯の経済構成（５１），１５歳未満普通世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030770","男女の別（性別）（３），世帯の経済構成（５１），職業大分類（１２），一般世帯の１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030771","男女の別（性別）（３），世帯の経済構成（５１），職業大分類（１２），普通世帯の１５歳以上就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030772","親族人員（８），６歳未満親族の有無・人員（６），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030773","親族人員（８），６歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030774","親族人員（８），一般世帯１世帯当たりの６歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030775","普通世帯・親族人員１人（２），６歳未満親族の有無・人員（６），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030776","普通世帯・親族人員１人（２），６歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030777","普通世帯・親族人員１人（２），普通世帯１世帯当たりの６歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030778","親族人員（８），１８歳未満親族の有無・人員（７），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030779","親族人員（８），１８歳未満の親族のみである一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030780","親族人員（８），１８歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030781","親族人員（８），一般世帯１世帯当たりの１８歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030782","普通世帯・親族人員１人（２），１８歳未満親族の有無・人員（７），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030783","普通世帯・親族人員１人（２），１８歳未満の親族のみである普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030784","普通世帯・親族人員１人（２），１８歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030785","普通世帯・親族人員１人（２），普通世帯１世帯当たりの１８歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030786","親族人員（８），６５歳以上親族の有無・人員（６），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030787","親族人員（８），６５歳以上の親族のみである一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030788","親族人員（８），６５歳以上の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030789","親族人員（８），一般世帯１世帯当たりの６５歳以上親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030790","普通世帯・親族人員１人（２），６５歳以上親族の有無・人員（６），普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030791","普通世帯・親族人員１人（２），６５歳以上の親族のみである普通世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030792","普通世帯・親族人員１人（２），６５歳以上の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030793","普通世帯・親族人員１人（２），普通世帯１世帯当たりの６５歳以上親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030794","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満親族の有無・人員（７），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030795","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030796","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１世帯当たりの１８歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030797","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１８歳未満親族の有無・人員（７），親族世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030798","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上親族の有無・人員（６），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030799","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030800","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），１世帯当たりの６５歳以上親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030801","世帯主の男女の別（３），親族世帯の家族類型（３），年齢５歳階級（１７Ａ），６５歳以上親族の有無・人員（６），親族世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030802","世帯の家族類型（２０），６歳未満親族の有無・人員（６），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030803","世帯の家族類型（２０），６歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030804","世帯の家族類型（２０），１世帯当たりの６歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030805","世帯の家族類型（２０），６歳未満親族の有無・人員（６），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030806","世帯の家族類型（２０），６歳未満親族の有無・人員（６），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030807","世帯の家族類型（２０），１８歳未満親族の有無・人員（７），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030808","世帯の家族類型（２０），１８歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030809","世帯の家族類型（２０），１世帯当たりの１８歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030810","世帯の家族類型（２０），１８歳未満親族の有無・人員（７），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030811","世帯の家族類型（２０），１８歳未満親族の有無・人員（７），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030812","世帯の家族類型（２０），６５歳以上親族の有無・人員（６），一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030813","世帯の家族類型（２０），６５歳以上の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030814","世帯の家族類型（２０），１世帯当たりの６５歳以上親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030815","世帯の家族類型（２０），６５歳以上親族の有無・人員（６），一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030816","世帯の家族類型（２０），６５歳以上親族の有無・人員（６），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030817","親族世帯の家族類型（１７），親族就業者数（６），６歳未満親族の有無・人員（６），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030818","親族世帯の家族類型（１７），親族就業者数（６），６歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030819","親族世帯の家族類型（１７），親族就業者数（６），１世帯当たりの６歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030820","親族世帯の家族類型（１７），６歳未満親族の有無・人員（６），１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030821","親族世帯の家族類型（１７），親族就業者数（６），６歳未満親族の有無・人員（６），親族世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030822","親族世帯の家族類型（１７），親族就業者数（６），６歳未満親族の有無・人員（６），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030823","親族世帯の家族類型（１７），親族就業者数（６），１８歳未満親族の有無・人員（７），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030824","親族世帯の家族類型（１７），親族就業者数（６），１８歳未満の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030825","親族世帯の家族類型（１７），親族就業者数（６），１世帯当たりの１８歳未満親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030826","親族世帯の家族類型（１７），１８歳未満親族の有無・人員（７），１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030827","親族世帯の家族類型（１７），親族就業者数（６），１８歳未満親族の有無・人員（７），親族世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030828","親族世帯の家族類型（１７），親族就業者数（６），１８歳未満親族の有無・人員（７），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030829","親族世帯の家族類型（１７），親族就業者数（６），６５歳以上親族の有無・人員（６），親族世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030830","親族世帯の家族類型（１７），親族就業者数（６），６５歳以上の親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030831","親族世帯の家族類型（１７），親族就業者数（６），１世帯当たりの６５歳以上親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030832","親族世帯の家族類型（１７），６５歳以上親族の有無・人員（６），１世帯当たり親族就業者数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030833","親族世帯の家族類型（１７），親族就業者数（６），６５歳以上親族の有無・人員（６），親族世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030834","親族世帯の家族類型（１７），親族就業者数（６），６５歳以上親族の有無・人員（６），親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030835","住宅の建て方（９），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030836","住宅の建て方（９），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030837","住宅の建て方（９），世帯の家族類型（２０），住宅の所有の関係（８），住宅に住む親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030838","世帯の家族類型（２０），１室当たり人員（１０），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030839","世帯の家族類型（２０），１室当たり人員（１０），住宅に住む一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030840","１室当たり人員（１０），間借りの１人世帯の数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030841","世帯の家族類型（２０），居住室数（１１），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030842","世帯の家族類型（２０），１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030843","世帯の家族類型（２０），居住室数（１１），住宅に住む一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030844","居住室数（１１），間借りの１人世帯の数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030845","間借りの１人世帯の１世帯当たり人員・１世帯当たり室数・１世帯当たり畳数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030846","世帯の家族類型（２０），１人当たり畳数（１５），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030847","１人当たり畳数（１５），間借りの１人世帯の数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030848","世帯の家族類型（２０），１人当たり畳数（１５），住宅に住む一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030849","住宅の建て方（９），世帯の経済構成（１６），住宅の所有の関係（９Ｂ），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030850","住宅の建て方（９），世帯の経済構成（１６），住宅の所有の関係（８），住宅に住む一般世帯人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030851","住宅の建て方（９），世帯の経済構成（１６），住宅の所有の関係（８），住宅に住む親族人員 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
"0000030852","住宅の所有の関係（８），世帯人員（８），世帯の経済構成（１６），住宅に住む一般世帯数 全国・市部・ＤＩＤ（全国），全域・人口集中地区の別","-",
