"STATDISPID","TAG_NAME"
"0000034145","全国結果"
"0000034146","平成17年国勢調査"
"0000034146","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034146","全国結果"
"0000034147","平成17年国勢調査"
"0000034147","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034147","全国結果"
"0000034148","平成17年国勢調査"
"0000034148","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034148","全国結果"
"0000034149","平成17年国勢調査"
"0000034149","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034149","全国結果"
"0000034150","平成17年国勢調査"
"0000034150","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034150","全国結果"
"0000034151","平成17年国勢調査"
"0000034151","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034151","全国結果"
"0000034152","平成17年国勢調査"
"0000034152","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034152","全国結果"
"0000034153","平成17年国勢調査"
"0000034153","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034153","全国結果"
"0000034154","平成17年国勢調査"
"0000034154","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034154","全国結果"
"0000034155","平成17年国勢調査"
"0000034155","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034155","全国結果"
"0000034156","平成17年国勢調査"
"0000034156","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034156","全国結果"
"0000034157","平成17年国勢調査"
"0000034157","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034157","全国結果"
"0000034158","平成17年国勢調査"
"0000034158","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034158","全国結果"
"0000034159","平成17年国勢調査"
"0000034159","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034159","全国結果"
"0000034160","平成17年国勢調査"
"0000034160","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034160","全国結果"
"0000034161","平成17年国勢調査"
"0000034161","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034161","全国結果"
"0000034162","平成17年国勢調査"
"0000034162","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034162","全国結果"
"0000034163","平成17年国勢調査"
"0000034163","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034163","全国結果"
"0000034164","平成17年国勢調査"
"0000034164","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034164","全国結果"
"0000034165","平成17年国勢調査"
"0000034165","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034165","都道府県結果"
"0000034166","平成17年国勢調査"
"0000034166","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034166","都道府県結果"
"0000034167","平成17年国勢調査"
"0000034167","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034167","都道府県結果"
"0000034168","平成17年国勢調査"
"0000034168","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034168","都道府県結果"
"0000034169","平成17年国勢調査"
"0000034169","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034169","都道府県結果"
"0000034170","平成17年国勢調査"
"0000034170","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034170","都道府県結果"
"0000034171","平成17年国勢調査"
"0000034171","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034171","都道府県結果"
"0000034172","平成17年国勢調査"
"0000034172","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034172","都道府県結果"
"0000034173","平成17年国勢調査"
"0000034173","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034173","都道府県結果"
"0000034174","平成17年国勢調査"
"0000034174","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034174","都道府県結果"
"0000034175","平成17年国勢調査"
"0000034175","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034175","都道府県結果"
"0000034176","平成17年国勢調査"
"0000034176","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034176","都道府県結果"
"0000034177","平成17年国勢調査"
"0000034177","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034177","都道府県結果"
"0000034178","平成17年国勢調査"
"0000034178","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034178","都道府県結果"
"0000034179","平成17年国勢調査"
"0000034179","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034179","都道府県結果"
"0000034180","平成17年国勢調査"
"0000034180","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034180","都道府県結果"
"0000034181","平成17年国勢調査"
"0000034181","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034181","都道府県結果"
"0000034182","平成17年国勢調査"
"0000034182","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034182","都道府県結果"
"0000034183","平成17年国勢調査"
"0000034183","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034183","都道府県結果"
"0000034184","平成17年国勢調査"
"0000034184","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034184","都道府県結果"
"0000034185","平成17年国勢調査"
"0000034185","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034185","都道府県結果"
"0000034186","平成17年国勢調査"
"0000034186","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034186","都道府県結果"
"0000034187","平成17年国勢調査"
"0000034187","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034187","都道府県結果"
"0000034188","平成17年国勢調査"
"0000034188","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034188","都道府県結果"
"0000034189","平成17年国勢調査"
"0000034189","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034189","都道府県結果"
"0000034190","平成17年国勢調査"
"0000034190","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034190","都道府県結果"
"0000034191","平成17年国勢調査"
"0000034191","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034191","都道府県結果"
"0000034192","平成17年国勢調査"
"0000034192","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034192","都道府県結果"
"0000034193","平成17年国勢調査"
"0000034193","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034193","都道府県結果"
"0000034194","平成17年国勢調査"
"0000034194","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034194","都道府県結果"
"0000034195","平成17年国勢調査"
"0000034195","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034195","都道府県結果"
"0000034196","平成17年国勢調査"
"0000034196","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034196","都道府県結果"
"0000034197","平成17年国勢調査"
"0000034197","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034197","都道府県結果"
"0000034198","平成17年国勢調査"
"0000034198","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034198","都道府県結果"
"0000034199","平成17年国勢調査"
"0000034199","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034199","都道府県結果"
"0000034200","平成17年国勢調査"
"0000034200","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034200","都道府県結果"
"0000034201","平成17年国勢調査"
"0000034201","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034201","都道府県結果"
"0000034202","平成17年国勢調査"
"0000034202","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034202","都道府県結果"
"0000034203","平成17年国勢調査"
"0000034203","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034203","都道府県結果"
"0000034204","平成17年国勢調査"
"0000034204","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034204","都道府県結果"
"0000034205","平成17年国勢調査"
"0000034205","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034205","都道府県結果"
"0000034206","平成17年国勢調査"
"0000034206","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034206","都道府県結果"
"0000034207","平成17年国勢調査"
"0000034207","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034207","都道府県結果"
"0000034208","平成17年国勢調査"
"0000034208","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034208","都道府県結果"
"0000034209","平成17年国勢調査"
"0000034209","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034209","都道府県結果"
"0000034210","平成17年国勢調査"
"0000034210","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034210","都道府県結果"
"0000034211","平成17年国勢調査"
"0000034211","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034211","都道府県結果"
"0000034212","平成17年国勢調査"
"0000034212","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034212","都道府県結果"
"0000034213","平成17年国勢調査"
"0000034213","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034213","都道府県結果"
"0000034214","平成17年国勢調査"
"0000034214","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034214","都道府県結果"
"0000034215","平成17年国勢調査"
"0000034215","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034215","都道府県結果"
"0000034216","平成17年国勢調査"
"0000034216","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034216","都道府県結果"
"0000034217","平成17年国勢調査"
"0000034217","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034217","都道府県結果"
"0000034218","平成17年国勢調査"
"0000034218","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034218","都道府県結果"
"0000034219","平成17年国勢調査"
"0000034219","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034219","都道府県結果"
"0000034220","平成17年国勢調査"
"0000034220","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034220","都道府県結果"
"0000034221","平成17年国勢調査"
"0000034221","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034221","都道府県結果"
"0000034222","平成17年国勢調査"
"0000034222","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034222","都道府県結果"
"0000034223","平成17年国勢調査"
"0000034223","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034223","都道府県結果"
"0000034224","平成17年国勢調査"
"0000034224","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034224","都道府県結果"
"0000034225","平成17年国勢調査"
"0000034225","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034225","都道府県結果"
"0000034226","平成17年国勢調査"
"0000034226","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034226","都道府県結果"
"0000034227","平成17年国勢調査"
"0000034227","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034227","都道府県結果"
"0000034228","平成17年国勢調査"
"0000034228","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034228","都道府県結果"
"0000034229","平成17年国勢調査"
"0000034229","就業者の職業，母子世帯・父子世帯など（第3次基本集計）"
"0000034229","都道府県結果"
"0003000775","平成17年国勢調査"
"0003000775","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000775","都道府県結果"
"0003000776","平成17年国勢調査"
"0003000776","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000776","都道府県結果"
"0003000777","平成17年国勢調査"
"0003000777","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000777","都道府県結果"
"0003000778","平成17年国勢調査"
"0003000778","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000778","都道府県結果"
"0003000779","平成17年国勢調査"
"0003000779","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000779","都道府県結果"
"0003000780","平成17年国勢調査"
"0003000780","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000780","都道府県結果"
"0003000781","平成17年国勢調査"
"0003000781","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000781","都道府県結果"
"0003000782","平成17年国勢調査"
"0003000782","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000782","都道府県結果"
"0003000783","平成17年国勢調査"
"0003000783","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000783","都道府県結果"
"0003000784","平成17年国勢調査"
"0003000784","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000784","都道府県結果"
"0003000785","平成17年国勢調査"
"0003000785","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000785","都道府県結果"
"0003000786","平成17年国勢調査"
"0003000786","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000786","都道府県結果"
"0003000787","平成17年国勢調査"
"0003000787","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000787","都道府県結果"
"0003000788","平成17年国勢調査"
"0003000788","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000788","都道府県結果"
"0003000789","平成17年国勢調査"
"0003000789","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000789","都道府県結果"
"0003000790","平成17年国勢調査"
"0003000790","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000790","都道府県結果"
"0003000791","平成17年国勢調査"
"0003000791","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000791","都道府県結果"
"0003000792","平成17年国勢調査"
"0003000792","抽出調査票による就業者の産業（小分類），職業（小分類）など（抽出詳細集計）"
"0003000792","都道府県結果"
"0003001790","平成17年国勢調査"
"0003001790","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003001790","都道府県結果"
"0003001790","01北海道"
"0003003002","平成17年国勢調査"
"0003003002","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003002","都道府県結果"
"0003003002","01北海道"
"0003002416","平成17年国勢調査"
"0003002416","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002416","都道府県結果"
"0003002416","23愛知県"
"0003003034","平成17年国勢調査"
"0003003034","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003034","都道府県結果"
"0003003034","23愛知県"
"0003003147","平成17年国勢調査"
"0003003147","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003147","都道府県結果"
"0003003147","04宮城県"
"0003003005","平成17年国勢調査"
"0003003005","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003005","都道府県結果"
"0003003005","04宮城県"
"0003002999","平成17年国勢調査"
"0003002999","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002999","都道府県結果"
"0003002999","27大阪府"
"0003003000","平成17年国勢調査"
"0003003000","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003000","都道府県結果"
"0003003000","27大阪府"
"0003003038","平成17年国勢調査"
"0003003038","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003038","都道府県結果"
"0003003038","27大阪府"
"0003003039","平成17年国勢調査"
"0003003039","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003039","都道府県結果"
"0003003039","27大阪府"
"0003002993","平成17年国勢調査"
"0003002993","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002993","都道府県結果"
"0003002993","47沖縄県"
"0003003059","平成17年国勢調査"
"0003003059","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003059","都道府県結果"
"0003003059","47沖縄県"
"0003002992","平成17年国勢調査"
"0003002992","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002992","都道府県結果"
"0003002992","46鹿児島県"
"0003003058","平成17年国勢調査"
"0003003058","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003058","都道府県結果"
"0003003058","46鹿児島県"
"0003002991","平成17年国勢調査"
"0003002991","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002991","都道府県結果"
"0003002991","45宮崎県"
"0003003057","平成17年国勢調査"
"0003003057","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003057","都道府県結果"
"0003003057","45宮崎県"
"0003002990","平成17年国勢調査"
"0003002990","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002990","都道府県結果"
"0003002990","44大分県"
"0003003056","平成17年国勢調査"
"0003003056","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003056","都道府県結果"
"0003003056","44大分県"
"0003002989","平成17年国勢調査"
"0003002989","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002989","都道府県結果"
"0003002989","43熊本県"
"0003003055","平成17年国勢調査"
"0003003055","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003055","都道府県結果"
"0003003055","43熊本県"
"0003002988","平成17年国勢調査"
"0003002988","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002988","都道府県結果"
"0003002988","42長崎県"
"0003003054","平成17年国勢調査"
"0003003054","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003054","都道府県結果"
"0003003054","42長崎県"
"0003002987","平成17年国勢調査"
"0003002987","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002987","都道府県結果"
"0003002987","41佐賀県"
"0003003053","平成17年国勢調査"
"0003003053","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003053","都道府県結果"
"0003003053","41佐賀県"
"0003002994","平成17年国勢調査"
"0003002994","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002994","都道府県結果"
"0003002994","40福岡県"
"0003003052","平成17年国勢調査"
"0003003052","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003052","都道府県結果"
"0003003052","40福岡県"
"0003002706","平成17年国勢調査"
"0003002706","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002706","都道府県結果"
"0003002706","39高知県"
"0003003051","平成17年国勢調査"
"0003003051","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003051","都道府県結果"
"0003003051","39高知県"
"0003002705","平成17年国勢調査"
"0003002705","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002705","都道府県結果"
"0003002705","38愛媛県"
"0003003050","平成17年国勢調査"
"0003003050","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003050","都道府県結果"
"0003003050","38愛媛県"
"0003002704","平成17年国勢調査"
"0003002704","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002704","都道府県結果"
"0003002704","37香川県"
"0003003049","平成17年国勢調査"
"0003003049","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003049","都道府県結果"
"0003003049","37香川県"
"0003002703","平成17年国勢調査"
"0003002703","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002703","都道府県結果"
"0003002703","36徳島県"
"0003003048","平成17年国勢調査"
"0003003048","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003048","都道府県結果"
"0003003048","36徳島県"
"0003002702","平成17年国勢調査"
"0003002702","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002702","都道府県結果"
"0003002702","35山口県"
"0003003047","平成17年国勢調査"
"0003003047","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003047","都道府県結果"
"0003003047","35山口県"
"0003002701","平成17年国勢調査"
"0003002701","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002701","都道府県結果"
"0003002701","34広島県"
"0003003046","平成17年国勢調査"
"0003003046","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003046","都道府県結果"
"0003003046","34広島県"
"0003002700","平成17年国勢調査"
"0003002700","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002700","都道府県結果"
"0003002700","33岡山県"
"0003003045","平成17年国勢調査"
"0003003045","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003045","都道府県結果"
"0003003045","33岡山県"
"0003002699","平成17年国勢調査"
"0003002699","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002699","都道府県結果"
"0003002699","32島根県"
"0003003044","平成17年国勢調査"
"0003003044","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003044","都道府県結果"
"0003003044","32島根県"
"0003002698","平成17年国勢調査"
"0003002698","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002698","都道府県結果"
"0003002698","31鳥取県"
"0003003043","平成17年国勢調査"
"0003003043","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003043","都道府県結果"
"0003003043","31鳥取県"
"0003002697","平成17年国勢調査"
"0003002697","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002697","都道府県結果"
"0003002697","30和歌山県"
"0003003042","平成17年国勢調査"
"0003003042","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003042","都道府県結果"
"0003003042","30和歌山県"
"0003002696","平成17年国勢調査"
"0003002696","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002696","都道府県結果"
"0003002696","29奈良県"
"0003003041","平成17年国勢調査"
"0003003041","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003041","都道府県結果"
"0003003041","29奈良県"
"0003002695","平成17年国勢調査"
"0003002695","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002695","都道府県結果"
"0003002695","28兵庫県"
"0003003040","平成17年国勢調査"
"0003003040","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003040","都道府県結果"
"0003003040","28兵庫県"
"0003002694","平成17年国勢調査"
"0003002694","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002694","都道府県結果"
"0003002694","26京都府"
"0003003037","平成17年国勢調査"
"0003003037","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003037","都道府県結果"
"0003003037","26京都府"
"0003002418","平成17年国勢調査"
"0003002418","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002418","都道府県結果"
"0003002418","25滋賀県"
"0003003036","平成17年国勢調査"
"0003003036","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003036","都道府県結果"
"0003003036","25滋賀県"
"0003002417","平成17年国勢調査"
"0003002417","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002417","都道府県結果"
"0003002417","24三重県"
"0003003035","平成17年国勢調査"
"0003003035","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003035","都道府県結果"
"0003003035","24三重県"
"0003002415","平成17年国勢調査"
"0003002415","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002415","都道府県結果"
"0003002415","22静岡県"
"0003003033","平成17年国勢調査"
"0003003033","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003033","都道府県結果"
"0003003033","22静岡県"
"0003002414","平成17年国勢調査"
"0003002414","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002414","都道府県結果"
"0003002414","21岐阜県"
"0003003032","平成17年国勢調査"
"0003003032","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003032","都道府県結果"
"0003003032","21岐阜県"
"0003002413","平成17年国勢調査"
"0003002413","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002413","都道府県結果"
"0003002413","20長野県"
"0003003031","平成17年国勢調査"
"0003003031","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003031","都道府県結果"
"0003003031","20長野県"
"0003002412","平成17年国勢調査"
"0003002412","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002412","都道府県結果"
"0003002412","19山梨県"
"0003003030","平成17年国勢調査"
"0003003030","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003030","都道府県結果"
"0003003030","19山梨県"
"0003002411","平成17年国勢調査"
"0003002411","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002411","都道府県結果"
"0003002411","18福井県"
"0003003029","平成17年国勢調査"
"0003003029","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003029","都道府県結果"
"0003003029","18福井県"
"0003002410","平成17年国勢調査"
"0003002410","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002410","都道府県結果"
"0003002410","17石川県"
"0003003028","平成17年国勢調査"
"0003003028","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003028","都道府県結果"
"0003003028","17石川県"
"0003002409","平成17年国勢調査"
"0003002409","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002409","都道府県結果"
"0003002409","16富山県"
"0003003027","平成17年国勢調査"
"0003003027","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003027","都道府県結果"
"0003003027","16富山県"
"0003002407","平成17年国勢調査"
"0003002407","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002407","都道府県結果"
"0003002407","15新潟県"
"0003002997","平成17年国勢調査"
"0003002997","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002997","都道府県結果"
"0003002997","14神奈川県"
"0003002998","平成17年国勢調査"
"0003002998","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002998","都道府県結果"
"0003002998","14神奈川県"
"0003003016","平成17年国勢調査"
"0003003016","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003016","都道府県結果"
"0003003016","14神奈川県"
"0003003017","平成17年国勢調査"
"0003003017","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003017","都道府県結果"
"0003003017","14神奈川県"
"0003003018","平成17年国勢調査"
"0003003018","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003018","都道府県結果"
"0003003018","14神奈川県"
"0003002995","平成17年国勢調査"
"0003002995","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002995","都道府県結果"
"0003002995","13東京都"
"0003002996","平成17年国勢調査"
"0003002996","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002996","都道府県結果"
"0003002996","13東京都"
"0003003014","平成17年国勢調査"
"0003003014","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003014","都道府県結果"
"0003003014","13東京都"
"0003003015","平成17年国勢調査"
"0003003015","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003015","都道府県結果"
"0003003015","13東京都"
"0003002395","平成17年国勢調査"
"0003002395","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002395","都道府県結果"
"0003002395","12千葉県"
"0003003013","平成17年国勢調査"
"0003003013","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003013","都道府県結果"
"0003003013","12千葉県"
"0003002394","平成17年国勢調査"
"0003002394","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002394","都道府県結果"
"0003002394","11埼玉県"
"0003003012","平成17年国勢調査"
"0003003012","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003012","都道府県結果"
"0003003012","11埼玉県"
"0003002393","平成17年国勢調査"
"0003002393","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002393","都道府県結果"
"0003002393","10群馬県"
"0003003011","平成17年国勢調査"
"0003003011","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003011","都道府県結果"
"0003003011","10群馬県"
"0003002392","平成17年国勢調査"
"0003002392","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003002392","都道府県結果"
"0003002392","09栃木県"
"0003003010","平成17年国勢調査"
"0003003010","従業地による就業者の職業別構成（従業地・通学地集計結果その2）"
"0003003010","都道府県結果"
