"STATDISPID","class.name"
"0000033494","世帯移動類型４031364"
"0000033494","世帯家族類型４031361"
"0000033494","５年前常住地Ａ031365"
"0000033494","5歳以上世帯人員031366"
"0000033495","世帯移動類型４031364"
"0000033495","世帯家族類型４031361"
"0000033495","５年前常住地Ｂ031367"
"0000033495","5歳以上世帯人員031366"
"0000033496","前住地030246"
"0000033496","世帯移動類型４031364"
"0000033496","世帯家族類型４031361"
"0000033496","5歳以上世帯人員031366"
"0000033497","世帯移動類型４031364"
"0000033497","世帯家族類型４031361"
"0000033497","５年前常住地Ｃ031368"
"0000033497","5歳以上世帯人員031366"
"0000033498","前住地030246"
"0000033498","世帯移動類型４031364"
"0000033498","世帯家族類型４031361"
"0000033498","5歳以上世帯人員031366"
"0000033499","世帯移動類型４031364"
"0000033499","世帯家族類型４031361"
"0000033499","５年前常住地Ｄ031369"
"0000033499","5歳以上世帯人員031366"
"0000033500","前住地030246"
"0000033500","世帯移動類型４031364"
"0000033500","世帯家族類型４031361"
"0000033500","5歳以上世帯人員031366"
"0000033501","世帯移動類型４031364"
"0000033501","世帯家族類型４031361"
"0000033501","５年前常住地Ｅ031370"
"0000033501","5歳以上世帯人員031366"
"0000033502","前住地030246"
"0000033502","世帯移動類型４031364"
"0000033502","世帯家族類型４031361"
"0000033502","5歳以上世帯人員031366"
"0000033503","世帯移動類型４031364"
"0000033503","世帯家族類型４031361"
"0000033503","５年前常住地Ｆ031371"
"0000033503","5歳以上世帯人員031366"
"0000033504","前住地030246"
"0000033504","世帯移動類型４031364"
"0000033504","世帯家族類型４031361"
"0000033504","5歳以上世帯人員031366"
"0000033505","世帯移動類型４031364"
"0000033505","世帯家族類型４031361"
"0000033505","世帯主５年前Ａ031372"
"0000033505","5歳以上世帯人員031366"
"0000033506","現住地030252"
"0000033506","世帯移動類型４031364"
"0000033506","世帯家族類型４031361"
"0000033506","5歳以上世帯人員031366"
"0000033507","世帯移動類型４031364"
"0000033507","世帯家族類型４031361"
"0000033507","世帯主５年前Ｂ031373"
"0000033507","5歳以上世帯人員031366"
"0000033508","現住地030252"
"0000033508","世帯移動類型４031364"
"0000033508","世帯家族類型４031361"
"0000033508","5歳以上世帯人員031366"
"0000033509","世帯移動類型４031364"
"0000033509","世帯家族類型４031361"
"0000033509","世帯主５年前Ｃ031374"
"0000033509","5歳以上世帯人員031366"
"0000033510","現住地030252"
"0000033510","世帯移動類型４031364"
"0000033510","世帯家族類型４031361"
"0000033510","5歳以上世帯人員031366"
"0000033511","世帯移動類型４031364"
"0000033511","世帯家族類型４031361"
"0000033511","世帯主５年前Ｄ031375"
"0000033511","5歳以上世帯人員031366"
"0000033512","現住地030252"
"0000033512","世帯移動類型４031364"
"0000033512","世帯家族類型４031361"
"0000033512","5歳以上世帯人員031366"
"0000033513","世帯移動類型４031364"
"0000033513","世帯家族類型４031361"
"0000033513","世帯主５年前Ｅ031376"
"0000033513","5歳以上世帯人員031366"
"0000033514","現住地030252"
"0000033514","世帯移動類型４031364"
"0000033514","世帯家族類型４031361"
"0000033514","5歳以上世帯人員031366"
"0000033515","男女031123"
"0000033515","世帯主年齢５031377"
"0000033515","５年前常住地Ａ031365"
"0000033515","世帯主との続柄031378"
"0000033516","男女031123"
"0000033516","世帯主年齢５031377"
"0000033516","５年前常住地Ｂ031367"
"0000033516","世帯主との続柄031378"
"0000033517","男女031123"
"0000033517","世帯主年齢５031377"
"0000033517","５年前常住地Ｃ031368"
"0000033517","世帯主との続柄031378"
"0000033518","男女031123"
"0000033518","5歳以上年齢031358"
"0000033518","５年前常住地Ａ031333"
"0000033518","施設等世帯４031379"
"0000033519","男女031123"
"0000033519","5歳以上年齢031358"
"0000033519","５年前常住地Ｂ031335"
"0000033519","施設等世帯４031379"
"0000033520","男女031123"
"0000033520","5歳以上年齢031358"
"0000033520","５年前常住地Ｃ031336"
"0000033520","施設等世帯４031379"
"0000033521","男女031123"
"0000033521","５年前常住地Ａ031380"
"0000033521","職大１１地位５031381"
"0000033522","男女031123"
"0000033522","５年前常住地Ｂ031382"
"0000033522","職大１１地位５031381"
"0000033523","前住地030246"
"0000033523","男女031123"
"0000033523","職大１１地位５031381"
"0000033524","男女031123"
"0000033524","５年前常住地Ｃ031383"
"0000033524","職大１１地位５031381"
"0000033525","前住地030246"
"0000033525","男女031123"
"0000033525","職大１１地位５031381"
"0000033526","男女031123"
"0000033526","５年前常住地Ｄ031337"
"0000033526","職大１１地位５031381"
"0000033527","前住地030246"
"0000033527","男女031123"
"0000033527","職大１１地位５031381"
"0000033528","男女031123"
"0000033528","５年前常住地Ｅ031338"
"0000033528","職大１１地位５031381"
"0000033529","前住地030246"
"0000033529","男女031123"
"0000033529","職大１１地位５031381"
"0000033530","男女031123"
"0000033530","５年前常住地Ｆ031384"
"0000033530","職大１１地位５031381"
"0000033531","前住地030246"
"0000033531","男女031123"
"0000033531","職大１１地位５031381"
"0000033532","男女031123"
"0000033532","５年前常住県Ａ031340"
"0000033532","職大１１地位５031381"
"0000033533","現住地030252"
"0000033533","男女031123"
"0000033533","職大１１地位５031381"
"0000033534","男女031123"
"0000033534","５年前常住県Ｂ031341"
"0000033534","職大１１地位５031381"
"0000033535","現住地030252"
"0000033535","男女031123"
"0000033535","職大１１地位５031381"
"0000033536","男女031123"
"0000033536","５年前常住県Ｃ031342"
"0000033536","職大１１地位５031381"
"0000033537","現住地030252"
"0000033537","男女031123"
"0000033537","職大１１地位５031381"
"0000033538","男女031123"
"0000033538","５年前常住県Ｄ031385"
"0000033538","職大１１地位５031381"
"0000033539","現住地030252"
"0000033539","男女031123"
"0000033539","職大１１地位５031381"
"0000033540","男女031123"
"0000033540","５年前常住県Ｅ031386"
"0000033540","職大１１地位５031381"
"0000033541","現住地030252"
"0000033541","男女031123"
"0000033541","職大１１地位５031381"
"0000033542","男女031123"
"0000033542","職大１１地位５031381"
"0000033542","５年前常住地Ａ031380"
"0000033542","年齢階級031131"
"0000033543","男女031123"
"0000033543","職大１１地位５031381"
"0000033543","５年前常住地Ｊ031355"
"0000033543","年齢階級031131"
"0000033544","男女031123"
"0000033544","職大１１地位５031381"
"0000033544","５年前常住地Ｇ031345"
"0000033544","年齢階級031131"
"0000033545","男女031123"
"0000033545","職大１１地位５031381"
"0000033545","５年前常住地Ｉ031347"
"0000033545","年齢階級031131"
"0000033546","男女031123"
"0000033546","15歳以上年齢030905"
"0000033546","従業上の地位２031214"
"0000033546","産業中分類９２031134"
"0000033546","就業の状態５030754"
"0000033547","15歳以上年齢030905"
"0000033547","男女031123"
"0000033547","産業中分類９２031134"
"0000033547","従業上の地位８031133"
"0000033548","配偶関係３031387"
"0000033548","15歳以上年齢030905"
"0000033548","男女031123"
"0000033548","産業中分類９２031134"
"0000033548","従業上の地位８031133"
"0000033549","男女031123"
"0000033549","産業小分３１５031073"
"0000033549","15歳以上年齢031388"
"0000033550","男女031123"
"0000033550","産業小分３１５031073"
"0000033550","１５上就平均年031389"
"0000033551","男女031123"
"0000033551","産業小分３１５031073"
"0000033551","15歳以上年齢031388"
"0000033552","男女031123"
"0000033552","産業小分３１５031073"
"0000033552","１５上雇平均年031390"
"0000033553","男女031123"
"0000033553","産業小分３１５031073"
"0000033553","従業上の地位９031212"
"0000033554","男女031123"
"0000033554","15歳以上年齢030905"
"0000033554","従業上の地位２031214"
"0000033554","職業中分類７５031138"
"0000033554","就業の状態５030754"
"0000033555","15歳以上年齢030905"
"0000033555","男女031123"
"0000033555","職業中分類７５031138"
"0000033555","従業上の地位８031133"
"0000033556","配偶関係３031387"
"0000033556","15歳以上年齢030905"
"0000033556","男女031123"
"0000033556","職業中分類７５031138"
"0000033556","従業上の地位８031133"
"0000033557","男女031123"
"0000033557","職業小分３６８031137"
"0000033557","15歳以上年齢031388"
"0000033558","男女031123"
"0000033558","職業小分３６８031137"
"0000033558","１５上就平均年031389"
"0000033559","男女031123"
"0000033559","職業小分３６８031137"
"0000033559","15歳以上年齢031388"
"0000033560","男女031123"
"0000033560","職業小分３６８031137"
"0000033560","１５上雇平均年031390"
"0000033561","男女031123"
"0000033561","職業小分３６８031137"
"0000033561","従業上の地位９031212"
"0000033562","産業小分３１５031073"
"0000033562","職業小分３６８031137"
"0000033563","従業上の地位３031139"
"0000033563","男女031123"
"0000033563","産業小分３１５031073"
"0000033563","職業小分３６８031137"
"0000033564","男女031123"
"0000033564","従業上の地位５031141"
"0000033564","産業小分３１５031073"
"0000033564","就業時間１４031142"
"0000033565","男女031123"
"0000033565","従業上の地位５031141"
"0000033565","産業小分３１５031073"
"0000033565","表章項目031143"
"0000033566","男女031123"
"0000033566","従業上の地位５031141"
"0000033566","職業小分３６８031137"
"0000033566","就業時間１４031142"
"0000033567","男女031123"
"0000033567","従業上の地位５031141"
"0000033567","職業小分３６８031137"
"0000033567","表章項目031143"
"0000033568","男女031123"
"0000033568","従業上の地位２031214"
"0000033568","産業小分３１５031073"
"0000033568","教育031146"
"0000033569","男女031123"
"0000033569","従業上の地位２031214"
"0000033569","職業小分３６８031137"
"0000033569","教育031146"
"0000033570","男女031123"
"0000033570","年齢階級031131"
"0000033570","従業上の地位２031214"
"0000033570","産業中分類９２031134"
"0000033570","教育031146"
"0000033571","男女031123"
"0000033571","年齢階級031131"
"0000033571","従業上の地位２031214"
"0000033571","職業中分類７５031138"
"0000033571","教育031146"
"0000033572","男女031123"
"0000033572","年齢階級031127"
"0000033572","社会経済分２２031391"
"0000033573","世主社会経済分031392"
"0000033573","世帯主男女Ａ030220"
"0000033573","世帯主年齢２０031393"
"0000033573","一般世帯数人員031001"
"0000033574","世主社会経済分031392"
"0000033574","家計収入031156"
"0000033574","一般世帯数人親031004"
"0000033575","世主社会経済分031392"
"0000033575","家計収入031233"
"0000033575","一般世帯数人親031004"
"0000033576","世主社会経済分031392"
"0000033576","家計収入031234"
"0000033576","一般世帯数人親031004"
"0000033577","世主社会経済分031392"
"0000033577","家計収入031235"
"0000033577","一般世帯数人親031004"
"0000033578","世主社会経済分031392"
"0000033578","住宅所有関係８030785"
"0000033578","表章項目031005"
"0000033579","15歳以上年齢030905"
"0000033579","男女031123"
"0000033579","産業中分類９２031134"
"0000033579","従業上の地位８031133"
"0000033580","配偶関係３031387"
"0000033580","15歳以上年齢030905"
"0000033580","男女031123"
"0000033580","産業中分類９２031134"
"0000033580","従業上の地位８031133"
"0000033581","従業上の地位２031214"
"0000033581","産業中分類９２031134"
"0000033581","男女031123"
"0000033582","男女031123"
"0000033582","産業小分３１５031073"
"0000033582","従業上の地位４031135"
"0000033583","15歳以上年齢030905"
"0000033583","男女031123"
"0000033583","職業中分類７５031138"
"0000033583","従業上の地位８031133"
"0000033584","配偶関係３031387"
"0000033584","15歳以上年齢030905"
"0000033584","男女031123"
"0000033584","職業中分類７５031138"
"0000033584","従業上の地位８031133"
"0000033585","従業上の地位２031214"
"0000033585","職業中分類７５031138"
"0000033585","男女031123"
"0000033586","男女031123"
"0000033586","職業小分３６８031137"
"0000033586","従業上の地位４031135"
"0000033587","産業中分類９２031134"
"0000033587","職業中分類７５031138"
"0000033588","従業上の地位３031139"
"0000033588","男女031123"
"0000033588","産業中分類９２031134"
"0000033588","職業中分類７５031138"
"0000033589","男女031123"
"0000033589","従業上の地位５031141"
"0000033589","産業中分類９２031134"
"0000033589","就業時間１４031142"
"0000033590","男女031123"
"0000033590","従業上の地位５031141"
"0000033590","産業中分類９２031134"
"0000033590","表章項目031143"
"0000033591","男女031123"
"0000033591","従業上の地位５031141"
"0000033591","職業中分類７５031138"
"0000033591","就業時間１４031142"
"0000033592","男女031123"
"0000033592","従業上の地位５031141"
"0000033592","職業中分類７５031138"
"0000033592","表章項目031143"
"0000033593","男女031123"
"0000033593","従業上の地位２031214"
"0000033593","産業中分類９２031134"
"0000033593","教育031146"
"0000033594","男女031123"
"0000033594","従業上の地位２031214"
"0000033594","職業中分類７５031138"
"0000033594","教育031146"
"0000033595","男女031123"
"0000033595","年齢階級031127"
"0000033595","社会経済分２２031391"
"0000033596","男女031123"
"0000033596","社会経済分２２031391"
"0000033597","世主社会経済分031392"
"0000033597","世帯主男女Ａ030220"
"0000033597","世帯主年齢２０031393"
"0000033597","一般世帯数人員031001"
"0000033598","世主社会経済分031392"
"0000033598","家計収入031156"
"0000033598","一般世帯数人親031004"
"0000033599","世主社会経済分031392"
"0000033599","家計収入031233"
"0000033599","一般世帯数人親031004"
"0000033600","世主社会経済分031392"
"0000033600","家計収入031234"
"0000033600","一般世帯数人親031004"
"0000033601","世主社会経済分031392"
"0000033601","家計収入031235"
"0000033601","一般世帯数人親031004"
"0000033602","世主社会経済分031392"
"0000033602","一般世帯数人親031004"
"0000033603","世主社会経済分031392"
"0000033603","住宅所有関係８030785"
"0000033603","表章項目031005"
"0000033604","国籍031394"
"0000033604","男女031123"
"0000033605","国籍031394"
"0000033605","男女031123"
"0000033606","男女031123"
"0000033606","５歳階級２０031144"
"0000033606","国籍031395"
"0000033607","国籍031396"
"0000033607","年齢階級031131"
"0000033607","配偶関係１１031397"
"0000033608","家族類型031203"
"0000033608","世帯主国籍１３031398"
"0000033608","外国人世帯類型031399"
"0000033608","表章項目030888"
"0000033609","世帯主国籍１３031398"
"0000033609","住居種類等１０031152"
"0000033609","外国人世帯類型031399"
"0000033609","外国人一般世帯031400"
"0000033610","世帯主国籍１３031398"
"0000033610","住居種類等１０031152"
"0000033610","外国人世帯類型031399"
"0000033610","１世帯当人員031401"
"0000033611","世帯主国籍１３031398"
"0000033611","住居種類等１０031152"
"0000033611","外国人世帯類型031399"
"0000033611","表章項目031296"
"0000033612","世帯主国籍１３031398"
"0000033612","住居種類等１０031152"
"0000033612","外国人世帯類型031399"
"0000033612","表章項目031196"
"0000033613","夫の国籍５２031402"
"0000033613","妻の国籍５２031403"
"0000033614","国籍031395"
"0000033614","男女031123"
"0000033614","年齢階級031127"
"0000033614","労働力状態031130"
"0000033615","男女031123"
"0000033615","国籍031395"
"0000033615","産業大分類１５031132"
"0000033615","従業上の地位８031133"
"0000033616","国籍031395"
"0000033616","男女031123"
"0000033616","産業大分類１５031132"
"0000033616","従業上の地位８031133"
"0000033617","男女031123"
"0000033617","国籍031395"
"0000033617","職業大分類１１031136"
"0000033617","従業上の地位８031133"
"0000033618","国籍031395"
"0000033618","男女031123"
"0000033618","職業大分類１１031136"
"0000033618","従業上の地位８031133"
"0000033619","男女031123"
"0000033619","5歳以上年齢031170"
"0000033619","５前常住８031169"
"0000033619","国籍031396"
"0000033620","男女031123"
"0000033620","５前常住Ａ９031404"
"0000033620","国籍031396"
"0000033621","男女031123"
"0000033621","５前常住Ｂ８031405"
"0000033621","国籍031396"
"0000033622","男女031123"
"0000033622","５前常住Ｃ９031406"
"0000033622","国籍031396"
"0000033623","男女031123"
"0000033623","15歳以上年齢031407"
"0000033623","産業新大分類031408"
"0000033623","従業上地位７031409"
"0000033624","男女031123"
"0000033624","産業新小分類031410"
"0000033624","従業上地位７031409"
"0000033625","男女031123"
"0000033625","従業上の地位1031411"
"0000033625","15歳以上年齢031407"
"0000033625","産業新大分類031408"
"0000033625","職業分類031412"
"0000033626","男女031123"
"0000033626","産業新小分類031410"
"0000033626","従業上の地位3031413"
"0000033627","男女031123"
"0000033627","産業新大分類B031414"
"0000033628","産業新大分類C031415"
"0000033628","常住地人口６031416"
"0000033629","産業新大分類C031415"
"0000033629","従業通学地人口031417"
"0000033632","年齢各歳031420"
"0000033632","男女031421"
"0000033633","男女031421"
"0000033633","平均年齢031422"
"0000033634","男女031421"
"0000033634","年齢中位数031423"
"0000033635","年齢各歳031424"
"0000033635","男女031421"
"0000033636","男女031421"
"0000033636","平均年齢031425"
"0000033637","男女031421"
"0000033637","年齢中位数031426"
"0000033638","年齢５歳階級031427"
"0000033638","男女031421"
"0000033639","男女031421"
"0000033639","平均年齢031422"
"0000033640","男女031421"
"0000033640","年齢中位数031423"
"0000033641","年齢５歳階級031428"
"0000033641","男女031421"
"0000033642","男女031421"
"0000033642","平均年齢031425"
"0000033643","男女031421"
"0000033643","年齢中位数031426"
"0000033644","国籍031429"
"0000033644","15歳以上年齢031430"
"0000033644","男女配偶関係031431"
"0000033645","国籍031429"
"0000033645","年齢階級031127"
"0000033645","男女配偶関係031432"
"0000033646","国籍031429"
"0000033646","年齢階級031127"
"0000033646","男女配偶関係031432"
"0000033647","配偶関係031433"
"0000033647","男女031421"
"0000033647","年齢階級031127"
"0000033647","労働力状態031434"
"0000033648","男女031421"
"0000033648","労働力状態031435"
"0000033649","国籍031429"
"0000033649","男女031421"
"0000033649","年齢階級031131"
"0000033649","産業分類031436"
"0000033649","従業上の地位031437"
"0000033650","男女031421"
"0000033650","産業小分類031438"
"0000033650","従業上の地位031437"
"0000033651","男女031421"
"0000033651","産業中分類031439"
"0000033651","従業上の地位３031440"
"0000033652","国籍031429"
"0000033652","男女031421"
"0000033652","年齢階級031131"
"0000033652","職業分類031412"
"0000033652","従業上の地位031437"
"0000033653","男女031421"
"0000033653","職業小分類031441"
"0000033653","従業上の地位031437"
"0000033654","男女031421"
"0000033654","職業中分類031442"
"0000033654","従業上の地位３031440"
"0000033655","男女031421"
"0000033655","年齢階級031131"
"0000033655","産業分類031436"
"0000033655","職業分類031412"
"0000033656","男女031421"
"0000033656","産業分類031436"
"0000033656","職業中分類031442"
"0000033657","男女031421"
"0000033657","産業分類031436"
"0000033657","職業分類031412"
"0000033658","従業上の地位２031443"
"0000033658","産業小分類031438"
"0000033658","職業小分類031441"
"0000033659","男女031421"
"0000033659","15歳以上年齢031407"
"0000033659","従業上の地位031437"
"0000033659","就業時間031444"
"0000033660","男女031421"
"0000033660","15歳以上年齢031407"
"0000033660","従業上の地位031437"
"0000033660","表章項目031143"
"0000033661","男女031421"
"0000033661","１５上従業地位031445"
"0000033661","就業時間031444"
"0000033662","男女031421"
"0000033662","１５上従業地位031445"
"0000033662","表章項目031143"
"0000033663","従業上の地位２031443"
"0000033663","男女031421"
"0000033663","産業分類031436"
"0000033663","就業時間031444"
"0000033664","従業上の地位２031443"
"0000033664","男女031421"
"0000033664","産業分類031436"
"0000033664","表章項目031143"
"0000033665","従業上の地位２031443"
"0000033665","男女031421"
"0000033665","職業分類031412"
"0000033665","就業時間031444"
"0000033666","従業上の地位２031443"
"0000033666","男女031421"
"0000033666","職業分類031412"
"0000033666","表章項目031143"
"0000033667","家族類型031147"
"0000033667","表章項目031446"
"0000033668","家族類型031147"
"0000033668","表章項目031447"
"0000033669","家族類型031147"
"0000033669","表章項目031448"
"0000033670","家族類型031147"
"0000033670","表章項目031449"
"0000033671","家族類型031147"
"0000033671","表章項目031450"
"0000033672","家族類型031147"
"0000033672","表章項目031451"
"0000033673","世帯家族類型031452"
"0000033673","表章項目031446"
"0000033674","世帯家族類型031452"
"0000033674","表章項目031447"
"0000033675","世帯家族類型031452"
"0000033675","表章項目031448"
"0000033676","世帯家族類型031452"
"0000033676","表章項目031449"
"0000033677","世帯家族類型031452"
"0000033677","表章項目031450"
"0000033678","世帯家族類型031452"
"0000033678","表章項目031451"
"0000033679","男女031421"
"0000033679","家族類型･施設等031453"
"0000033679","年齢５歳階級031454"
"0000033680","世帯人員１０031455"
"0000033681","一般世帯031456"
"0000033682","施設世帯・人員031457"
"0000033683","単身世帯種別031151"
"0000033684","住居種類等７031458"
"0000033684","表章項目031459"
"0000033685","住居種類等７031458"
"0000033685","表章項目031460"
"0000033686","通勤・通学者数031286"
"0000033686","従業・通学時の世帯の状況031287"
"0000033687","就業･通学031288"
"0000033687","従業・通学時の世帯の状況031287"
"0000033688","従業・通学時の世帯の状況031287"
"0000033689","男女031421"
"0000033689","産業大分類B031461"
"0000033689","常住地人口６031462"
"0000033690","男女031421"
"0000033690","産業大分類B031461"
"0000033690","従業・通学人口031463"
"0000033691","男女031421"
"0000033691","従業通学４９031464"
"0000033691","就業・通学２031465"
"0000033692","男女031421"
"0000033692","産業分類031436"
"0000033692","職業分類031412"
"0000033693","全域・集中の別030184"
"0000033693","表章項目031466"
"0000033694","全域・集中の別030184"
"0000033694","国籍031467"
"0000033694","年齢階級031468"
"0000033694","男女出生月031469"
"0000033695","全域・集中の別030184"
"0000033695","男女031421"
"0000033696","全域・集中の別030184"
"0000033696","世帯の種類031292"
"0000033697","全域・集中の別030184"
"0000033697","年齢階級031470"
"0000033697","男女031421"
"0000033698","全域・集中の別030184"
"0000033698","男女031421"
"0000033698","年齢階級031471"
"0000033698","表章項目031472"
"0000033699","全域・集中の別030184"
"0000033699","男女031421"
"0000033699","表章項目031473"
"0000033700","全域・集中の別030184"
"0000033700","男女031421"
"0000033700","表章項目031474"
"0000033701","全域・集中の別030184"
"0000033701","年齢階級031475"
"0000033701","男女031421"
"0000033702","全域・集中の別030184"
"0000033702","男女031421"
"0000033702","年齢階級031471"
"0000033702","表章項目031476"
"0000033703","全域・集中の別030184"
"0000033703","男女031421"
"0000033703","表章項目031477"
"0000033704","全域・集中の別030184"
"0000033704","男女031421"
"0000033704","表章項目031478"
"0000033705","全域・集中の別030184"
"0000033705","国籍031467"
"0000033705","年齢階級031479"
"0000033705","男女配偶関係031431"
"0000033706","全域・集中の別030184"
"0000033706","国籍031467"
"0000033706","男女配偶関係031431"
"0000033706","表章項目031213"
"0000033707","全域・集中の別030184"
"0000033707","配偶関係031480"
"0000033707","男女031421"
"0000033707","家族類型･施設等の世帯種類031481"
"0000033707","年齢階級031482"
"0000033708","全域・集中の別030184"
"0000033708","配偶関係031480"
"0000033708","男女031421"
"0000033708","家族類型･施設等の世帯種類031481"
"0000033708","表章項目031213"
"0000033709","全域・集中の別030184"
"0000033709","世帯人員031483"
"0000033710","全域・集中の別030184"
"0000033710","表章項目030806"
"0000033711","全域・集中の別030184"
"0000033711","単身世帯種別031151"
"0000033712","全域・集中の別030184"
"0000033712","世帯人員031484"
"0000033712","年齢階級031485"
"0000033712","男女配偶関係031431"
"0000033713","全域・集中の別030184"
"0000033713","施設世帯人員031486"
"0000033713","施設世帯種類031487"
"0000033713","表章項目030812"
"0000033714","全域・集中の別030184"
"0000033714","年齢階級031485"
"0000033714","男女配偶関係031431"
"0000033715","全域・集中の別030184"
"0000033715","親族人員031488"
"0000033715","表章項目030814"
"0000033716","全域・集中の別030184"
"0000033716","親族人員031488"
"0000033716","表章項目031447"
"0000033717","全域・集中の別030184"
"0000033717","親族人員031488"
"0000033717","表章項目031448"
"0000033718","全域・集中の別030184"
"0000033718","世帯の家族類型031489"
"0000033718","表章項目031446"
"0000033719","全域・集中の別030184"
"0000033719","世帯の家族類型031489"
"0000033719","表章項目031447"
"0000033720","全域・集中の別030184"
"0000033720","世帯の家族類型031489"
"0000033720","表章項目031448"
"0000033721","全域・集中の別030184"
"0000033721","世帯の家族類型031489"
"0000033721","表章項目031490"
"0000033722","全域・集中の別030184"
"0000033722","世帯の家族類型031489"
"0000033722","表章項目031185"
"0000033723","全域・集中の別030184"
"0000033723","親族人員031488"
"0000033723","世帯の家族類型031491"
"0000033724","全域・集中の別030184"
"0000033724","世帯の家族類型031491"
"0000033725","全域・集中の別030184"
"0000033725","世帯の家族類型031491"
"0000033726","全域・集中の別030184"
"0000033726","世帯の家族類型031491"
"0000033727","全域・集中の別030184"
"0000033727","世帯の家族類型031491"
"0000033728","全域・集中の別030184"
"0000033728","世帯の家族類型031491"
"0000033729","全域・集中の別030184"
"0000033729","世帯人員031492"
"0000033729","世帯の家族類型031493"
"0000033729","世帯主男女031494"
"0000033729","世帯主年齢031495"
"0000033729","表章項目030814"
"0000033730","全域・集中の別030184"
"0000033730","世帯主配偶関係031496"
"0000033730","世帯の家族類型031493"
"0000033730","世帯主男女031494"
"0000033730","世帯主年齢031495"
"0000033730","表章項目030814"
"0000033731","全域・集中の別030184"
"0000033731","配偶関係031480"
"0000033731","男女031421"
"0000033731","年齢階級031497"
"0000033731","世帯主との続き柄031498"
"0000033732","全域・集中の別030184"
"0000033732","男女031421"
"0000033732","年齢階級031499"
"0000033732","世帯の家族類型031500"
"0000033732","世帯主との続き柄031498"
"0000033733","全域・集中の別030184"
"0000033733","男女031421"
"0000033733","世帯の家族類型031491"
"0000033733","年齢階級031501"
"0000033733","表章項目031502"
"0000033734","全域・集中の別030184"
"0000033734","男女031421"
"0000033734","世帯の家族類型031491"
"0000033734","配偶関係031503"
"0000033734","年齢階級031485"
"0000033734","表章項目031502"
"0000033735","全域・集中の別030184"
"0000033735","住居の種類・住宅の所有関係031504"
"0000033735","表章項目031459"
"0000033736","全域・集中の別030184"
"0000033736","住居の種類・住宅の所有関係031504"
"0000033736","表章項目031460"
"0000033737","全域・集中の別030184"
"0000033737","住宅の建て方031505"
"0000033737","住宅の所有関係031506"
"0000033737","表章項目3031191"
"0000033738","全域・集中の別030184"
"0000033738","住宅の建て方031505"
"0000033738","住宅の所有関係031506"
"0000033738","延べ面積031507"
"0000033739","全域・集中の別030184"
"0000033739","世帯主男女031494"
"0000033739","世帯主年齢031508"
"0000033739","世帯が住む階031509"
"0000033739","建物全体の階数031510"
"0000033740","全域・集中の別030184"
"0000033740","住宅の所有関係031506"
"0000033740","延べ面積031511"
"0000033740","世帯人員031492"
"0000033741","全域・集中の別030184"
"0000033741","住宅の所有関係031506"
"0000033741","延べ面積031511"
"0000033741","表章項目030806"
"0000033742","全域・集中の別030184"
"0000033742","世帯人員031492"
"0000033742","住宅の所有関係031506"
"0000033742","表章項目031460"
"0000033743","全域・集中の別030184"
"0000033743","男女031421"
"0000033743","年齢階級031499"
"0000033743","住居の種類・住宅の所有関係031504"
"0000033743","世帯の家族類型031491"
"0000033744","全域・集中の別030184"
"0000033744","男女031421"
"0000033744","年齢階級031188"
"0000033744","住宅の建て方031505"
"0000033745","全域・集中の別030184"
"0000033745","住宅の建て方031512"
"0000033745","住宅の所有関係031513"
"0000033745","延べ面積031511"
"0000033745","表章項目030849"
"0000033746","全域・集中の別030184"
"0000033746","世帯の家族類型031491"
"0000033746","住宅の所有関係031506"
"0000033746","住宅の建て方031505"
"0000033746","表章項目031005"
"0000033747","全域・集中の別030184"
"0000033747","世帯の家族類型031491"
"0000033747","世帯主男女031494"
"0000033747","世帯主年齢031508"
"0000033747","住宅の所有関係031506"
"0000033747","表章項目031005"
"0000033748","全域・集中の別030184"
"0000033748","世帯の家族類型031491"
"0000033748","延べ面積031511"
"0000033748","表章項目030849"
"0000033749","全域・集中の別030184"
"0000033749","延べ面積031514"
"0000033749","世帯の家族類型031491"
"0000033750","全域・集中の別030184"
"0000033750","高齢家族類型031515"
"0000033750","表章項目030852"
"0000033751","全域・集中の別030184"
"0000033751","親族人員031488"
"0000033751","表章項目031449"
"0000033752","全域・集中の別030184"
"0000033752","世帯の家族類型031516"
"0000033752","65歳未満親族人員031517"
"0000033752","表章項目031518"
"0000033753","全域・集中の別030184"
"0000033753","65歳未満親族有無031519"
"0000033753","世帯の家族類型031516"
"0000033754","全域・集中の別030184"
"0000033754","世帯の家族類型031516"
"0000033754","表章項目031450"
"0000033755","全域・集中の別030184"
"0000033755","世帯の家族類型031516"
"0000033755","表章項目031451"
"0000033756","全域・集中の別030184"
"0000033756","親族人員031488"
"0000033756","世帯主男女031494"
"0000033756","世帯主年齢031508"
"0000033756","表章項目031449"
"0000033757","全域・集中の別030184"
"0000033757","住居の種類・住宅の所有関係031504"
"0000033757","表章項目031520"
"0000033758","全域・集中の別030184"
"0000033758","住居の種類・住宅の所有関係031504"
"0000033758","延べ面積031507"
"0000033759","全域・集中の別030184"
"0000033759","住宅の所有関係031506"
"0000033759","世帯人員031492"
"0000033760","全域・集中の別030184"
"0000033760","住宅の所有関係031506"
"0000033760","延べ面積031511"
"0000033760","世帯人員031492"
"0000033761","全域・集中の別030184"
"0000033761","住宅の所有関係031506"
"0000033761","延べ面積031511"
"0000033761","表章項目030806"
